AIDS Report Number,Local Event Date,Event City,Event State,Event Airport,Event Type,Aircraft Damage,Flight Phase,Aircraft Make,Aircraft Model,Aircraft Series,Operator,Primary Flight Type,Flight Conduct Code,Flight Plan Filed Code,Aircraft Registration Nbr,Total Fatalities,Total Injuries,Aircraft Engine Make,Aircraft Engine Model,Engine Group Code,Nbr of Engines,PIC Certificate Type,PIC Flight Time Total Hrs,PIC Flight Time Total Make-Model, , 
19980104001389I,4-Jan-98,DURANGO,CO,DURANGO-LA PLATA COUNTY,INCIDENT,MINOR,MISSED APPROACH INSTRUMENT FLIGHT RULES,BOEING,727,221,EXPRESS ONE INTERNATIONAL,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,367PA,0,0,PWA,JT8D17R,JT8,3,AIRLINE TRANSPORT,4904,1173,84,84
19980106038829I,6-Jan-98,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,MISSED APPROACH INSTRUMENT FLIGHT RULES,BOEING,747,400,,ALL CARGO CARRIERS,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,HL746,0,0,,,,4,AIRLINE TRANSPORT,,,,
19980107004319I,7-Jan-98,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,422,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,NONE,174UA,0,0,,,,4,AIRLINE TRANSPORT,,,,
19980108012769I,8-Jan-98,NEW YORK,NY,JOHN F KENNEDY INTL,INCIDENT,MINOR,LEVEL OFF TOUCHDOWN,BOEING,747,212B,,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,SXOAC,0,0,,,,4,COMMERCIAL PILOT,,,,
19980109005769I,9-Jan-98,BURBANK,CA,BOB HOPE,INCIDENT,,UNKNOWN,BOEING,737,300,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,610SW,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980109011939I,9-Jan-98,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,CLIMB,BOEING,727,247,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,2809W,0,0,PWA,JT8D15,JT8,3,AIRLINE TRANSPORT,16000,416,190,190
19980112020379I,12-Jan-98,GOSHEN,IN,,INCIDENT,,NORMAL CRUISE,BOEING,737,222,VANGUARD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,209US,0,0,PWA,JT8D17A,JT8,2,AIRLINE TRANSPORT,,,,
19980115001949I,15-Jan-98,HONG KONG,,HONG KONG INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,747,128,POLAR AIR CARGO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,3203Y,0,0,PWA,JT9D7A,JT9,4,AIRLINE TRANSPORT,15527,1609,129,129
19980115004979I,15-Jan-98,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,,FORCED/PRECAUTIONARY LANDING,BOEING,727,247,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,831WA,0,0,,,,3,,,,,
19980116001929I,16-Jan-98,OAKLAND,CA,METROPOLITAN OAKLAND INTL,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,737,277,AMERICA WEST AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,186AW,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980119002309I,19-Jan-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,3T0,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,17321,0,0,,,,2,,,,,
19980119003059I,19-Jan-98,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,519DA,0,0,,,,3,,,,,
19980121003019I,21-Jan-98,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,737,244,VANGUARD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,620PC,0,0,,,,2,,,,,
19980121004719I,21-Jan-98,BALTIMORE,MD,BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,727,22C,RYAN INTERNATIONAL AIRLINES,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,421EX,0,0,,,,3,AIRLINE TRANSPORT,20100,3500,133,
19980121006239I,21-Jan-98,SANDUSKY,OH,,INCIDENT,,CLIMB,BOEING,737,UNDESIGNATED SERIES,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,UNKNO,0,0,,,,2,AIRLINE TRANSPORT,15200,,,
19980121007019I,21-Jan-98,,HI,,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,264,CONTINENTAL MICRONESIA INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,623DH,0,0,PWA,JT8D17R,JT8,3,AIRLINE TRANSPORT,17934,3898,112,
19980122002899I,22-Jan-98,DENVER,CO,,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,737,UNDESIGNATED SERIES,FRONTIER AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,270FL,0,0,,,,2,AIRLINE TRANSPORT,7753,1217,211,211
19980123004619I,23-Jan-98,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,201,PAN AMERICAN AIRWAYS,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,,218US,0,0,PWA,JT8D*,JT8,2,AIRLINE TRANSPORT,6000,2000,100,
19980126002349I,26-Jan-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7273U,0,0,,,,3,,,,,
19980127017169I,27-Jan-98,RICHMOND,VA,RICHMOND INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,25,FEDERAL EXPRESS CORP,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,510FE,0,0,PWA,JT8D7B,JT8,3,AIRLINE TRANSPORT,6064,5131,92,
19980128004679I,28-Jan-98,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,,CLIMB,BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,381DL,0,0,PWA,JT8*,JT8,2,AIRLINE TRANSPORT,21000,3000,200,
19980203005729I,3-Feb-98,HONOLULU,HI,HONOLULU INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,747,132,EVERGREEN INTERNATIONAL AIRLINES INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,481EV,0,0,PWA,JT9D7A,JT9,4,,,,,
19980207006679I,7-Feb-98,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,,NORMAL CRUISE,BOEING,737,291,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,982UA,0,0,,,,2,,,,,
19980210005199I,10-Feb-98,HOUSTON,TX,WILLIAM P HOBBY,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,737,3H4,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,302SW,0,0,,,,2,AIRLINE TRANSPORT,14469,,,
19980210009259I,10-Feb-98,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,737,3T5,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,694SW,0,0,GE,CFM56*,CFM56,2,AIRLINE TRANSPORT,19540,6000,210,
19980212012209I,12-Feb-98,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,MINOR,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,737,3T0,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,14334,0,0,,,,2,,,,,
19980213003749I,13-Feb-98,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,225,GRAND HOLDINGS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,352PA,0,0,,,,3,AIRLINE TRANSPORT,11000,4200,179,
19980216004549I,16-Feb-98,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,737,2P6,AIRTRAN AIRWAYS,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,NONE,EICJW,0,0,,,,2,,,,,
19980216014569I,16-Feb-98,HOUSTON,TX,GEORGE BUSH INTERCONTINENTAL/HOUSTON,INCIDENT,MINOR,NORMAL CRUISE,BOEING,727,224,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,79746,0,0,,,,3,,,,,
19980219005799I,19-Feb-98,HONOLULU,HI,HONOLULU INTL,INCIDENT,SUBSTANTIAL,CLIMB,BOEING,747,146,AMERICAN INTERNATIONAL AIRWAYS,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,704CK,0,0,PWA,JT9D7,JT9,4,,,,,
19980219006639I,19-Feb-98,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,,NORMAL CRUISE,BOEING,727,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7260U,0,0,,,,3,,,,,
19980223005109I,23-Feb-98,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,301,FRONTIER AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,578US,0,0,,,,2,AIRLINE TRANSPORT,14900,2660,200,200
19980226005079I,26-Feb-98,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,767,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,102DA,0,0,,,,2,,,,,
19980227012149I,27-Feb-98,EL PASO,TX,EL PASO INTL,INCIDENT,,FINAL APPROACH,BOEING,737,UNDESIGNATED SERIES,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,UNKNO,0,1,,,,2,,,,,
19980306005739I,6-Mar-98,BOISE,ID,BOISE AIR TERMINAL/GOWEN FLD,INCIDENT,,TAKEOFF GROUND ROLL,BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,523DA,0,0,,,,3,AIRLINE TRANSPORT,11000,3000,150,
19980311006709I,11-Mar-98,ANCHORAGE,AK,TED STEVENS ANCHORAGE INTL,INCIDENT,,OTHER GROUND OPERATIONS,BOEING,737,205,ATLANTIC RICHFIELD COMPANY,BUSINESS,GENERAL OPERATING RULES,NONE,733AR,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980311007999I,11-Mar-98,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,MINOR,,BOEING,727,200,KIWI INTERNATIONAL AIRLINES,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,NONE,8881Z,0,0,,,,3,,,,,
19980314014059I,14-Mar-98,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,300,RYAN INTERNATIONAL AIRLINES,SUPPLEMENTAL OR COMMERCIAL OPERATOR,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,EICNE,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980315007559I,15-Mar-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,22C,RYAN INTERNATIONAL AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,428EX,0,0,,,,3,,,,,
19980316036529I,16-Mar-98,MIAMI,FL,MIAMI INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,251,,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,267US,0,0,PWA,JT8D5,JT8,3,AIRLINE TRANSPORT,,,,
19980317012869I,17-Mar-98,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,727,22,FEDERAL EXPRESS CORP,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,193FE,0,0,,,,3,,,,,
19980319007919I,19-Mar-98,,,,INCIDENT,,NORMAL CRUISE,BOEING,727,23,NORTHERN AIR CARGO INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,930FT,0,0,PWA,JT8D7B,JT8,3,,,,,
19980319008099I,19-Mar-98,,,,INCIDENT,,NORMAL CRUISE,BOEING,767,3P6,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,156DL,0,1,,,,2,,,,,
19980319010899I,19-Mar-98,BIRMINGHAM,AL,BIRMINGHAM-SHUTTLESWORTH INTL,INCIDENT,,DESCENT,BOEING,737,500,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,514SW,0,1,,,,2,AIRLINE TRANSPORT,20000,15000,240,
19980324007959I,24-Mar-98,GREENSBORO,NC,PIEDMONT TRIAD INTL,INCIDENT,MINOR,NORMAL CRUISE,BOEING,737,247,EASTWIND AIRLINES,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,309VA,0,0,PWA,JT8D9A,JT8,2,,,,,
19980329018129I,29-Mar-98,SAN FRANCISCO,CA,SAN FRANCISCO INTL,INCIDENT,,DESCENT,BOEING,737,322,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,380UA,0,0,,,,2,,,,,
19980330019449I,30-Mar-98,ASUNCION,PR,,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,747,2D7B,ATLAS AIR,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,524MC,0,0,,,,4,AIRLINE TRANSPORT,11421,2801,139,
19980331009899I,31-Mar-98,DES MOINES,IA,DES MOINES INTL,INCIDENT,,ROLL-OUT (FIXED WING),BOEING,727,277,DAVIS AND FLOYD AVIATION INC,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,246FE,0,0,,,,3,AIRLINE TRANSPORT,6500,2720,63,
19980331011149I,31-Mar-98,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,,CLIMB,BOEING,727,2B7,ATA AIRLINES INC,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,760AT,0,0,,,,3,,,,,
19980403009169I,3-Apr-98,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,,"GROUND TAXI, OTHER AIRPLANE",BOEING,757,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,635DL,0,3,,,,2,,,,,
19980407013839I,7-Apr-98,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,737,3T0,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,47332,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980409011309I,9-Apr-98,GULFPORT,MS,GULFPORT-BILOXI INTL,INCIDENT,MINOR,CLIMB,BOEING,727,225,PAN AMERICAN AIRWAYS,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,8866E,0,0,,,,3,AIRLINE TRANSPORT,23000,3500,,
19980411011889I,11-Apr-98,DETROIT,MI,DETROIT METROPOLITAN WAYNE COUNTY,INCIDENT,MINOR,CLIMB,BOEING,757,UNDESIGNATED SERIES,NORTHWEST AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,516US,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980415008799I,15-Apr-98,PITTSBURGH,PA,PITTSBURGH INTL,INCIDENT,MINOR,OTHER GROUND OPERATIONS,BOEING,757,2B7,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,630AU,0,0,,,,2,AIRLINE TRANSPORT,24496,2572,122,
19980415010009I,15-Apr-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,22C,RYAN INTERNATIONAL AIRLINES,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,427EX,0,0,,,,3,,,,,
19980416014949I,16-Apr-98,SAN JUAN,PR,LUIS MUNOZ MARIN INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,747,136,TOWER AIR,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,606FF,0,0,,,,4,AIRLINE TRANSPORT,15500,11450,210,
19980418024339I,18-Apr-98,SYRACUSE,NY,SYRACUSE HANCOCK INTL,INCIDENT,,DESCENT,BOEING,737,2L9,AIRTRAN AIRWAYS,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,464,0,0,PWA,JT8D17,JT8,2,,,,,
19980419012779I,19-Apr-98,BUFFALO,NY,BUFFALO NIAGARA INTL,INCIDENT,,FINAL APPROACH,BOEING,737,200,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,10242,0,0,,,,2,,,,,
19980421014759I,21-Apr-98,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,MINOR,"GROUND TAXI, OTHER AIRPLANE",BOEING,727,2Q8,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,831L,0,0,,,,3,AIRLINE TRANSPORT,5800,5800,100,
19980421032979I,21-Apr-98,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,FINAL APPROACH,BOEING,737,UNDESIGNATED SERIES,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,33608,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980422012889I,22-Apr-98,MIDDLETOWN,PA,HARRISBURG INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,100,EXPRESS ONE INTERNATIONAL,AIR TAXI COMMUTER (SCHEDULED 5 OR MORE ROUNDTRIPS PER WEEK),PART 125 OPERATOR,UNKNOWN,240NE,0,0,,,,3,,,,,
19980427014979I,27-Apr-98,MIAMI,FL,MIAMI INTL,INCIDENT,,TO INITIAL CLIMB (1ST POWER REDUCTION),BOEING,727,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,7277U,0,0,PWA,JT8D15,JT8,3,AIRLINE TRANSPORT,,,,
19980429025209I,29-Apr-98,CLEVELAND,OH,CLEVELAND-HOPKINS INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,524,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,17614,0,0,,,,2,,,,,
19980430023289I,30-Apr-98,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,322,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,302UA,0,0,,,,2,,,,,
19980503012949I,3-May-98,SEATTLE,WA,SEATTLE-TACOMA INTL,INCIDENT,,NORMAL CRUISE,BOEING,747,UNDESIGNATED SERIES,BRITISH AIRWAYS,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,GBDXD,0,0,,,,4,,,,,
19980507018459I,7-May-98,COLORADO SPRINGS,CO,CITY OF COLORADO SPRINGS MUNI,INCIDENT,MINOR,CLIMB,BOEING,727,25C,FEDERAL EXPRESS CORP,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,116FE,0,0,PWA,JT8D7B,JT8,3,AIRLINE TRANSPORT,3051,2386,34,
19980507018649I,7-May-98,KANSAS CITY,MO,,INCIDENT,,TO ABORTED (FIXED WING),BOEING,757,222,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,550UA,0,0,,,,2,,,,,
19980508014169I,8-May-98,NASHVILLE,TN,NASHVILLE INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,200,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,321DL,0,0,,,,2,,,,,
19980508018539I,8-May-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,TO ABORTED (FIXED WING),BOEING,737,3H4,SOUTHWEST AIRLINES CO,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,316SW,0,0,,,,2,,,,,
19980510013079I,10-May-98,SALT LAKE CITY,UT,SALT LAKE CITY INTL,INCIDENT,MINOR,TAKEOFF GROUND ROLL,BOEING,727,231,TRANS WORLD AIRLINES,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,54348,0,0,,,,3,,,,,
19980510024259I,10-May-98,NORFOLK,VA,NORFOLK INTL,INCIDENT,,FCD/PREC LDG FROM CRUISE,BOEING,737,301,,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,335US,0,0,,,,2,,,,,
19980513013829I,13-May-98,DALLAS-FORT WORTH,TX,DALLAS/FORT WORTH INTL,INCIDENT,SUBSTANTIAL,"GROUND TAXI, OTHER AIRPLANE",BOEING,757,200,UNITED PARCEL SERVICE CO,ALL CARGO CARRIERS,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,467UP,0,0,,,,2,AIRLINE TRANSPORT,10125,3200,60,
19980515014099I,15-May-98,HONOLULU,HI,HONOLULU INTL,INCIDENT,NONE,NORMAL CRUISE,BOEING,747,123,FAA REGIONAL FLIGHT PROGRAM,AIR TAXI (NON-SCHEDULED),AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,157UA,0,0,,,,4,,,,,
19980520024279I,20-May-98,ROCHESTER,NY,GREATER ROCHESTER INTL,INCIDENT,,FINAL APPROACH- INSTRUMENT FLIGHT RULES,BOEING,737,4B7,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,426US,0,0,,,,2,,,,,
19980525036029I,25-May-98,CHICAGO,IL,CHICAGO MIDWAY INTL,INCIDENT,SUBSTANTIAL,TO ABORTED (FIXED WING),BOEING,737,200,VANGUARD AIRLINES,SUPPLEMENTAL OR COMMERCIAL OPERATOR,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,208AU,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980527018509I,27-May-98,INDIANAPOLIS,IN,INDIANAPOLIS INTL,INCIDENT,,NORMAL CRUISE,BOEING,737,2C0,CONTINENTAL AIRLINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,14245,0,0,,,,2,,,,,
19980605041669I,5-Jun-98,MCALESTER,OK,MC ALESTER RGNL,INCIDENT,,NORMAL CRUISE,BOEING,757,236,COMPANIA MEXICANA DE AVIACION,SCHEDULED AIR CARRIER,FOREIGN AIR CARRIER,INSTRUMENT FLIGHT RULES,XATJC,0,0,,,,2,,,,,
19980606018189I,6-Jun-98,KANSAS CITY,MO,KANSAS CITY INTL,INCIDENT,,NORMAL CRUISE,BOEING,727,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,506DA,0,0,,,,3,,,,,
19980607026489I,7-Jun-98,ALBUQUERQUE,NM,ALBUQUERQUE INTL SUNPORT,INCIDENT,NONE,NORMAL CRUISE,BOEING,757,232,DELTA AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,630DL,0,0,,,,2,,,,,
19980608037449I,8-Jun-98,OMAHA,NE,EPPLEY AIRFIELD,INCIDENT,,NORMAL CRUISE,BOEING,737,291,UNITED AIR LINES INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,985UA,0,0,,,,2,AIRLINE TRANSPORT,,,,
19980609026469I,9-Jun-98,LITTLE ROCK,AR,ADAMS FIELD,INCIDENT,,NORMAL CRUISE,BOEING,757,2B7,US AIRWAYS INC,SCHEDULED AIR CARRIER,AIR CARRIER/COMMERCIAL,INSTRUMENT FLIGHT RULES,619AU,0,0,,,,2,,,,,
