"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20040508013549I","08-MAY-04","ALBUQUERQUE","NM","ALBUQUERQUE INTL SUNPORT","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","342NW","0","2","","","","2","","","","",""
"20040508013569I","08-MAY-04","DENVER","CO","DENVER INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","360NW","0","0","","","","2","","","","",""
"20040529008599I","29-MAY-04","OAKLAND","CA","METROPOLITAN OAKLAND INTL","INCIDENT","SUBSTANTIAL","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","535JB","0","0","IAE","V2527A5","V2527","2","","","","",""
"20040624013359I","24-JUN-04","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","114","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CFYJG","0","0","GE","CFM565A","CFM56","2","","","","",""
"20040630017239I","30-JUN-04","MANCHESTER","NH","MANCHESTER","INCIDENT","SUBSTANTIAL","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","348NB","0","0","","","","2","AIRLINE TRANSPORT","17180","3647","233",""
"20040713030279I","13-JUL-04","ATLANTA","GA","HARTSFIELD - JACKSON ATLANTA INTL","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A320","233","RYAN INTERNATIONAL AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","951LF","0","0","IAE","V2527EA5","V2527","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","5800","730","159",""
"20040716020479I","16-JUL-04","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","AIRBUS","A340","212","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","FOHLP","0","0","","","","4","","","","",""
"20040816026649I","16-AUG-04","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","806UA","0","2","IAE","V2522A5","V2522","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","9749","","",""
"20041027028619I","27-OCT-04","LONG BEACH","CA","LONG BEACH /DAUGHERTY FIELD/","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","503JB","0","0","","","","2","AIRLINE TRANSPORT","18000","4820","210",""
"20041103027809I","03-NOV-04","LOUISVILLE","KY","LOUISVILLE INTL-STANDIFORD FIELD","INCIDENT","MINOR","NORMAL CRUISE","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","407FE","0","0","GE","CF680","CF6","2","","","","",""
"20041223034819I","23-DEC-04","CHICAGO","IL","CHICAGO MIDWAY INTL","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","AIRBUS","A319","112","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","916FR","0","0","GE","CFM56*","CFM56","2","","","","",""
"20050102001179I","02-JAN-05","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","SUBSTANTIAL","OTHER GROUND OPERATIONS","AIRBUS","A320","211","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","327NW","0","0","GE","CFM56*","CFM56","2","","","","",""
"20050103000129I","03-JAN-05","JACKSON","WY","JACKSON HOLE","INCIDENT","","ROLL-OUT (FIXED WING)","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","302NB","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","12500","5299","210",""
"20050210004379I","10-FEB-05","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A300","B4 203","","SUPPLEMENTAL OR COMMERCIAL OPERATOR","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","502TA","0","0","GE","CF650*","CF6","2","","","","",""
"20050311014169I","11-MAR-05","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A321","211","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","165US","0","0","","","","2","","","","",""
"20050326013819I","26-MAR-05","TAMPA","FL","","INCIDENT","SUBSTANTIAL","DESCENT","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","334NB","0","0","GE","CFM565A","CFM56","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","9681","3399","233",""
"20050402009979I","02-APR-05","ATLANTIC CITY","NJ","ATLANTIC CITY INTL","INCIDENT","","DESCENT","AIRBUS","A321","231","SPIRIT AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","586NK","0","2","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8400","188","149",""
"20050409007049I","09-APR-05","FORT MYERS","FL","SOUTHWEST FLORIDA INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A320","211","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CFMJK","0","0","GE","CFM56*","CFM56","2","","","","",""
"20050519014279I","19-MAY-05","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","","FINAL APPROACH- INSTRUMENT FLIGHT RULES","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","426FE","0","0","","","","2","","","","",""
"20050527010369I","27-MAY-05","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","","NORMAL CRUISE","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","402FE","0","0","","","","2","","","","",""
"20050624020249I","24-JUN-05","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","566JB","0","0","","","","2","","","","",""
"20050709020229I","09-JUL-05","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A340","300","","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","UNKNOWN","SXDFD","0","0","","","","","","0","0","0",""
"20050718022369I","18-JUL-05","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","940FR","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","5500","1300","200",""
"20050802017259I","02-AUG-05","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","906FR","0","0","GE","CFM56*","CFM56","2","","","","",""
"20050803016821I","03-AUG-05","DENVER","CO","DENVER INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","472UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8099","2201","215",""
"20050803016822I","03-AUG-05","DENVER","CO","DENVER INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","496UA","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8046","568","212",""
"20050808031069I","08-AUG-05","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","410UA","0","0","","","","2","","","","",""
"20050813025579I","13-AUG-05","SYRACUSE","NY","SYRACUSE HANCOCK INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A300","B4 622","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","716FD","0","0","PWA","PW4158","4158","2","","","","",""
"20050831025079I","31-AUG-05","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","352NB","0","0","","","","2","AIRLINE TRANSPORT","13792","4077","217",""
"20050921026559I","21-SEP-05","LOS ANGELES","CA","LOS ANGELES INTL","INCIDENT","","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","536JB","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","10500","2558","160",""
"20051010025679I","10-OCT-05","DENVER","CO","DENVER INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","927FR","0","0","GE","CFM56*","CFM56","2","","","","",""
"20051021030239I","21-OCT-05","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","733UW","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","14900","","",""
"20051105033269I","05-NOV-05","","","","INCIDENT","","NORMAL CRUISE","AIRBUS","A320","214","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","109UW","0","6","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","18350","","",""
"20051126033509I","26-NOV-05","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","","FINAL APPROACH","AIRBUS","A330","323","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","805NW","0","0","","","","2","","","","",""
"20051227033149I","27-DEC-05","SAN JUAN","PR","LUIS MUNOZ MARIN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A330","323","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","672UW","0","0","","","","2","AIRLINE TRANSPORT","19500","","",""
"20060112009369I","12-JAN-06","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","","NORMAL CRUISE","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","742US","0","0","","","","2","","","","",""
"20060129011459I","29-JAN-06","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A319","114","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CFYKR","0","0","GE","CFM565A","CFM56","2","","","","",""
"20060130001289I","30-JAN-06","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","744US","0","0","","","","2","","","","",""
"20060212005729I","12-FEB-06","NEW YORK","NY","JOHN F KENNEDY INTL","INCIDENT","","ROLL-OUT (FIXED WING)","AIRBUS","A340","311","TURKISH AIRLINES INC","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","TCJDL","0","0","","","","4","AIRLINE TRANSPORT","","","",""
"20060320009319I","20-MAR-06","MINNEAPOLIS","MN","MINNEAPOLIS-ST PAUL INTL/WOLD-CHAMBERLAIN","INCIDENT","","ROLL-OUT (FIXED WING)","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","676FE","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","8100","2090","65",""
"20060322004329I","22-MAR-06","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","721UW","0","2","","","","2","","","","",""
"20060409012809I","09-APR-06","WASHINGTON","DC","WASHINGTON DULLES INTL","INCIDENT","","TAKEOFF GROUND ROLL","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","802UA","0","4","IAE","V2500A1","V2500","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","18500","2628","200",""
"20060501009049I","01-MAY-06","TORONTO","","LESTER B. PEARSON INTL","INCIDENT","MINOR","FINAL APPROACH- INSTRUMENT FLIGHT RULES","AIRBUS","A300","B4 203","EXPRESSNET AIRLINES","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","372PC","0","0","","","","2","","","","",""
"20060513009679I","13-MAY-06","ONTARIO","CA","ONTARIO INTL","INCIDENT","MINOR","NORMAL CRUISE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","414UA","0","0","","","","2","","","","",""
"20060517009699I","17-MAY-06","ONTARIO","CA","ONTARIO INTL","INCIDENT","MINOR","NORMAL CRUISE","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","603JB","0","0","IAE","V2527A5","V2527","2","","","","",""
"20060611013829I","11-JUN-06","SALT LAKE CITY","UT","SALT LAKE CITY INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","929FR","0","0","","","","2","","","","",""
"20060727018679I","27-JUL-06","SAN JOSE","CA","NORMAN Y. MINETA SAN JOSE INTL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","914FR","0","1","CFMINT","CFM565B5","CFM56","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","6902","2686","239",""
"20060801020419I","01-AUG-06","WILMINGTON","OH","WILMINGTON AIR PARK","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A300","B4 203","ASTAR AIR CARGO","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","365DH","0","2","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","1154","21",""
"20060826023619I","26-AUG-06","BALTIMORE","MD","BALTIMORE/WASHINGTON INTL THURGOOD MARSHAL","INCIDENT","","CLIMB","AIRBUS","A319","132","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","808AW","0","0","","","","2","","","","",""
"20060827028369I","27-AUG-06","CHICAGO","IL","CHICAGO O'HARE INTL","INCIDENT","","FINAL APPROACH","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","412UA","0","2","IAE","V2527A5","V2527","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","","","",""
"20060913020689I","13-SEP-06","MEMPHIS","TN","MEMPHIS INTL","INCIDENT","","IDLING ENGINES","AIRBUS","A310","203","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","405FE","0","0","GE","CF680A3","CF6","2","COMMERCIAL PILOT","4783","3042","",""
"20060921019279I","21-SEP-06","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A320","211","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CFGYL","0","0","","","","2","","","","",""
"20060924019699I","24-SEP-06","PHILADELPHIA","PA","PHILADELPHIA INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A320","231","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","637AW","0","0","","","","2","","","","",""
"20061005028319I","05-OCT-06","DETROIT","MI","DETROIT METROPOLITAN WAYNE COUNTY","INCIDENT","MINOR","TO INITIAL CLIMB (1ST POWER REDUCTION)","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","361NW","0","0","GE","CFM565A","CFM56","2","","","","",""
"20061225025889I","25-DEC-06","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","INCIDENT","MINOR","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","132","SPIRIT AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","514NK","0","39","","","","2","AIRLINE TRANSPORT","11680","","",""
"20061226026159I","26-DEC-06","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","MINOR","TAKEOFF GROUND ROLL","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","469UA","0","0","IAE","V2527A5","V2527","2","","","","",""
"20070210001439I","10-FEB-07","JAMAICA","NY","JOHN F KENNEDY INTL","INCIDENT","","CLIMB","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","648JB","0","0","","","","2","","","","",""
"20070218004919I","18-FEB-07","BOZEMAN","MT","","INCIDENT","","IN TRAFFIC PATTERN-CIRCLING","AIRBUS","A320","212","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","356NW","0","0","","","","2","AIRLINE TRANSPORT","4286","1435","188",""
"20070221004719I","21-FEB-07","WASHINGTON","DC","RONALD REAGAN WASHINGTON NATIONAL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A320","UNDESIGNATED SERIES","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","UNKNO","0","0","","","","2","AIRLINE TRANSPORT PILOT FLIGHT INSTRUCTOR","12018","7533","198",""
"20070221004819I","21-FEB-07","WASHINGTON","DC","RONALD REAGAN WASHINGTON NATIONAL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","UNKNO","0","0","","","","2","AIRLINE TRANSPORT","10232","9154","243",""
"20070221005369I","21-FEB-07","WASHINGTON","DC","RONALD REAGAN WASHINGTON NATIONAL","INCIDENT","","GROUND TAXI, OTHER AIRPLANE","AIRBUS","A319","131","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","854UA","0","0","","","","2","AIRLINE TRANSPORT","7159","417","173",""
"20070306003629I","06-MAR-07","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A320","232","JETBLUE AIRWAYS","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","548JB","0","0","","","","2","","","","",""
"20070310004939I","10-MAR-07","BALTIMORE","MD","","INCIDENT","","DESCENT","AIRBUS","A320","232","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","649AW","0","0","","","","2","","","","",""
"20070312003149I","12-MAR-07","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","SUBSTANTIAL","TAKEOFF GROUND ROLL","AIRBUS","A320","211","AIR CANADA AIRLINES","SCHEDULED AIR CARRIER","FOREIGN AIR CARRIER","INSTRUMENT FLIGHT RULES","CFMSX","0","0","","","","2","","","","",""
"20070319003159I","19-MAR-07","LAS VEGAS","NV","MC CARRAN INTL","INCIDENT","MINOR","CLIMB","AIRBUS","A320","231","AMERICA WEST AIRLINES","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","626AW","0","0","IAE","V2500A1","V2500","2","","","","",""
"20070602007989I","02-JUN-07","BOISE","ID","BOISE AIR TERMINAL/GOWEN FLD","INCIDENT","NONE","FINAL APPROACH","AIRBUS","A320","UNDESIGNATED SERIES","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","UNKNO","0","0","","","","2","AIRLINE TRANSPORT","10000","1000","240",""
"20070802015719I","02-AUG-07","OMAHA","NE","EPPLEY AIRFIELD","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A320","232","UNITED AIR LINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","427UA","0","0","IAE","V2527A5","V2527","2","","","","",""
"20070825829649I","25-AUG-07","NEWARK","NJ","NEWARK LIBERTY INTL","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A340","UNDESIGNATED SERIES","","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","UNKNO","0","0","","","","4","","","","",""
"20071022830949I","22-OCT-07","FARGO","ND","HECTOR INTL","INCIDENT","MINOR","LEVEL OFF TOUCHDOWN","AIRBUS","A320","211","NORTHWEST AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","331NW","0","0","GE","CFM56*","CFM56","2","AIRLINE TRANSPORT","27000","0","0",""
"20071030824129I","30-OCT-07","RICHMOND","VA","","INCIDENT","NONE","CLIMB","AIRBUS","A319","112","US AIRWAYS INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","738US","0","0","CFMINT","CFM565B6P","CFM56","2","","","","",""
"20071112832399I","12-NOV-07","INDIANAPOLIS","IN","INDIANAPOLIS INTL","INCIDENT","NONE","NORMAL CRUISE","AIRBUS","A319","114","NORTHWEST AIRLINES INC","","AIR CARRIER/COMMERCIAL","UNKNOWN","346NB","0","0","","","","2","","0","0","0",""
"20071215831159I","15-DEC-07","INDIANAPOLIS","IN","","INCIDENT","NONE","CLIMB","AIRBUS","A300","F4 605R","FEDERAL EXPRESS CORP","ALL CARGO CARRIERS","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","684FE","0","0","GE","CF680","CF6","2","","","","",""
"20080101010229I","01-JAN-08","SAN DIEGO","CA","SAN DIEGO INTL","INCIDENT","NONE","TAKEOFF GROUND ROLL","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","932FR","0","0","CFMINT","CFM565B5P","CFM56","2","AIRLINE TRANSPORT","0","3151","162",""
"20080121011649I","21-JAN-08","DENVER","CO","","INCIDENT","NONE","INITIAL APPROACH-INSTRUMENT FLIGHT RULES","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","INSTRUMENT FLIGHT RULES","946FR","0","0","CFMINT","CFM565B5P","CFM56","2","AIRLINE TRANSPORT","15000","4400","230",""
"20080122011469I","22-JAN-08","LOUISVILLE","KY","LOUISVILLE INTL-STANDIFORD FIELD","INCIDENT","MINOR","OTHER GROUND OPERATIONS","AIRBUS","A319","111","FRONTIER AIRLINES INC","SCHEDULED AIR CARRIER","AIR CARRIER/COMMERCIAL","UNKNOWN","922FR","0","0","","","","2","","","","",""
